"term","estimate","std.error","statistic","p.value","microbe"
"HPV.prevY",0.393422732437767,0.938629340801098,0.419145998677167,0.675109435130175,"c__Cytophagia"
"HPV.prevY",0.442438281377435,0.845260360547236,0.523434319209045,0.600672046821828,"c__Deferribacteres"
"HPV.prevY",0.475826121672887,0.878997982607179,0.541327888218297,0.588281601425873,"c__Dehalococcoidia"
"HPV.prevY",0.423807731502614,0.841176444659866,0.503827388644939,0.614382679395815,"c__Deinococci"
"HPV.prevY",0.374076834304636,0.865305629447665,0.4323060217965,0.665519011098642,"c__Deltaproteobacteria"
"HPV.prevY",0.451795076543881,0.847836855425306,0.532879732289114,0.594116835988968,"c__Dictyoglomia"
"HPV.prevY",0.474538892367803,0.84837231208419,0.559352168391737,0.575921398314271,"c__Dothideomycetes"
"HPV.prevY",0.412719547721772,0.843786283553772,0.489128059754091,0.624751037074255,"c__Ellioviricetes"
"HPV.prevY",0.373780644769337,0.880659873163447,0.424432469514783,0.671250445112231,"c__Elusimicrobia"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__Endomicrobia"
"HPV.prevY",0.369518345208607,0.932165970349867,0.396408318863985,0.691803830127103,"c__Epsilonproteobacteria"
"HPV.prevY",0.497144615939529,0.870392619430006,0.571172830331551,0.567882493545618,"c__Erysipelotrichia"
"HPV.prevY",0.429677426449497,0.848252943964399,0.506543984912513,0.612474820047018,"c__Eumycetozoa"
"HPV.prevY",0.342765527064608,0.857944224285543,0.399519592721832,0.689510390076781,"c__Eurotiomycetes"
"HPV.prevY",0.606135803570321,0.851024338219785,0.71224261909861,0.47631454969701,"c__Fibrobacteria"
"HPV.prevY",0.691789084217987,0.932210485861305,0.742095368707225,0.458029555645421,"c__Flavobacteriia"
"HPV.prevY",-0.255478975328802,0.960550479565581,-0.265971420309263,0.790261219768875,"c__Fusobacteriia"
"HPV.prevY",1.11300891302874,1.02273316658824,1.08826911005697,0.27647632306426,"c__Gammaproteobacteria"
"HPV.prevY",0.710245090789723,0.903143707133614,0.786414260742501,0.431624831476561,"c__Gemmatimonadetes"
"HPV.prevY",0.46693584587466,0.90059407070435,0.51847537205022,0.604126638878925,"c__Gloeobacteria"
"HPV.prevY",0.295483339867896,0.863103253619071,0.342349931632058,0.732087563156854,"c__Halobacteria"
"HPV.prevY",0.502448408226826,0.897969514865914,0.559538380656332,0.575794345054185,"c__Hydrogenophilalia"
"HPV.prevY",-0.0604968215898094,0.906586368896842,-0.0667303454644079,0.946796375959383,"c__Ignavibacteria"
"HPV.prevY",0.895076770238877,0.902595793074907,0.991669556967007,0.321358746209317,"c__Kiritimatiellae"
"HPV.prevY",0.445670778552985,0.846781722276133,0.526311287583098,0.598671941661291,"c__Ktedonobacteria"
"HPV.prevY",0.556318274876395,0.925241005384191,0.601268503707737,0.547661164071936,"c__Lentisphaeria"
"HPV.prevY",0.568766091898096,0.867844353165173,0.655377994710355,0.512224415788825,"c__Leotiomycetes"
"HPV.prevY",0.84117345754401,0.963170734696802,0.873337848879725,0.382478956314327,"c__Limnochordia"
"HPV.prevY",0.378167039808669,0.905705231429785,0.41753876060943,0.676284379269238,"c__Magnoliopsida"
"HPV.prevY",0.820014508697513,0.98328739112742,0.833952022670909,0.404308020115541,"c__Malasseziomycetes"
"HPV.prevY",0.396818650946717,0.858338722377979,0.462310088780981,0.643858965794455,"c__Mamiellophyceae"
"HPV.prevY",0.504543651860191,0.868761514619822,0.580761973648182,0.561400886911757,"c__Mammalia"
"HPV.prevY",0.284656286291355,0.859892675963928,0.331036993625117,0.74061654252669,"c__Methanobacteria"
"HPV.prevY",0.39735586853771,0.869208871655258,0.457146586390696,0.647565687342227,"c__Methanococci"
"HPV.prevY",0.442390812096862,0.867878641356354,0.509738102789898,0.610234954978486,"c__Methanomicrobia"
"HPV.prevY",0.422778480697012,0.843946657969954,0.500954031518973,0.616403474912157,"c__Methanopyri"
"HPV.prevY",0.327775894720086,0.858486081137784,0.381806882979014,0.702604612987433,"c__Methylacidiphilae"
"HPV.prevY",0.463484426401798,0.898990659145337,0.515560892303853,0.606161130241051,"c__Mollicutes"
"HPV.prevY",0.509842870429644,0.920051789786726,0.554145838407454,0.579479041615372,"c__Monjiviricetes"
"HPV.prevY",0.271447763632996,0.85562802766525,0.317249733360997,0.75105411564675,"c__Negativicutes"
"HPV.prevY",0.40377859636373,0.883008249739053,0.457276131319334,0.647472583514859,"c__Nitriliruptoria"
"HPV.prevY",0.521864699351523,0.854889872336052,0.610446697567591,0.541565942303198,"c__Nitrososphaeria"
"HPV.prevY",0.44101126196712,0.845437383773073,0.521636812414122,0.601923227229095,"c__Nitrospira"
"HPV.prevY",0.875636564328632,0.921402533675178,0.950330102562231,0.341944547826283,"c__Oligoflexia"
"HPV.prevY",0.20067069546215,0.870388279778489,0.230553076281335,0.817662025181534,"c__Oligohymenophorea"
"HPV.prevY",0.402820022289064,0.843697642515258,0.477445949817004,0.633044600566195,"c__Opitutae"
"HPV.prevY",0.524555433884818,0.896789124066959,0.584926176965603,0.558597356346075,"c__Phycisphaerae"
"HPV.prevY",-0.195243705172751,1.04090731777858,-0.18757069129788,0.851213203364831,"c__Planctomycetia"
"HPV.prevY",-0.0375985199815174,0.89980788610898,-0.0417850527450964,0.96667005078765,"c__Rubrobacteria"
"HPV.prevY",0.433325736011166,0.844228477601918,0.513280169418182,0.607755353598659,"c__Saccharomycetes"
"HPV.prevY",0.449806328175052,0.847015989760073,0.531048213508301,0.595385369186515,"c__Saprospiria"
"HPV.prevY",0.278801949059097,0.858686798590828,0.324684098458987,0.745420170779273,"c__Schizosaccharomycetes"
"HPV.prevY",0.455371507374436,0.854836052719344,0.532700400182983,0.594240989084741,"c__Sordariomycetes"
"HPV.prevY",0.54389586056893,0.866563816822707,0.627646631454273,0.530235453707709,"c__Spartobacteria"
"HPV.prevY",0.522452859616318,1.02079879667526,0.511807871754891,0.608785480614528,"c__Sphingobacteriia"
"HPV.prevY",0.612683725824729,1.06980691443174,0.572704959707777,0.566844478739516,"c__Spirochaetia"
"HPV.prevY",0.519422734452914,0.86141747187461,0.602986068209819,0.546517957341524,"c__Synergistia"
"HPV.prevY",0.705384917659165,0.886581600335643,0.795623231287588,0.426251059573519,"c__Thermococci"
"HPV.prevY",0.566057527862291,0.881838050526661,0.641906444753914,0.520933929459684,"c__Thermodesulfobacteria"
"HPV.prevY",0.331146891645574,0.84667232374238,0.391115762685935,0.695711669876016,"c__Thermoleophilia"
"HPV.prevY",0.428322383259764,0.842839771002561,0.50818957291286,0.611320402640512,"c__Thermomicrobia"
"HPV.prevY",0.461677282370557,0.864446257504583,0.534072856886779,0.593291128167633,"c__Thermoplasmata"
"HPV.prevY",0.492018777484504,0.848928558472208,0.579576187624051,0.562200454984349,"c__Thermoprotei"
"HPV.prevY",0.368553641053268,0.865617852720503,0.425769454609746,0.670275846602518,"c__Thermotogae"
"HPV.prevY",0.474996171330226,0.846753734065026,0.56096141324338,0.574823842422758,"c__Tissierellia"
"HPV.prevY",0.446516774661245,0.858725706491961,0.519976019450193,0.603080289282262,"c__Tremellomycetes"
"HPV.prevY",0.480685598105511,0.885300825780965,0.54296300659324,0.587155273263673,"c__unclassified-f__Adenoviridae"
"HPV.prevY",0.829279354884518,0.935009317730269,0.886920952721188,0.375121460078818,"c__unclassified-f__Ascoviridae"
"HPV.prevY",0.711496319228141,0.857527571191467,0.829706639332393,0.406704666732288,"c__unclassified-f__Asfarviridae"
"HPV.prevY",0.754910247633559,0.881108586262317,0.856773227958095,0.391570224190996,"c__unclassified-f__Baculoviridae"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-f__Bromoviridae"
"HPV.prevY",0.415515443962118,0.851024338219731,0.488253302874205,0.625370433395487,"c__unclassified-f__Endornaviridae"
"HPV.prevY",0.328504066972034,0.846561673280019,0.388045050160656,0.697982695384111,"c__unclassified-f__Geminiviridae"
"HPV.prevY",0.510825623765991,0.845666314305776,0.6040510484154,0.545809703343337,"c__unclassified-f__Hepadnaviridae"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-f__Iridoviridae"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-f__Leviviridae"
"HPV.prevY",0.200670695462151,0.870388279778489,0.230553076281336,0.817662025181533,"c__unclassified-f__Marseilleviridae"
"HPV.prevY",0.712989707726641,0.911609871684538,0.78212153013342,0.434143154774131,"c__unclassified-f__Microviridae"
"HPV.prevY",0.331359723388263,0.862690187903051,0.384100489416372,0.700903968754768,"c__unclassified-f__Mimiviridae"
"HPV.prevY",0.310154928303834,0.857527553925117,0.361685087416932,0.717587372192031,"c__unclassified-f__Nimaviridae"
"HPV.prevY",0.337099589284822,0.904749181444663,0.372588996153117,0.709454363873336,"c__unclassified-f__Nudiviridae"
"HPV.prevY",0.450624065922517,0.878056703354026,0.513206110950705,0.607807151740094,"c__unclassified-f__Papillomaviridae"
"HPV.prevY",0.446980349823273,0.868069663434133,0.514912994488246,0.60661382001834,"c__unclassified-f__Phycodnaviridae"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-f__Pithoviridae"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-f__Potyviridae"
"HPV.prevY",1.09655338202124,0.926496569898876,1.18354823714126,0.236591941078148,"c__unclassified-f__Poxviridae"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-f__Reoviridae"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-f__Tectiviridae"
"HPV.prevY",0.606135803570313,0.851024338219785,0.712242619098601,0.476314549697016,"c__unclassified-f__Tombusviridae"
"HPV.prevY",0.547250330610658,0.936067241174549,0.584627157685793,0.558798442777327,"c__unclassified-f__Unikaryonidae"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-f__Virgaviridae"
"HPV.prevY",0.414040670484898,0.843566398180304,0.490821672577338,0.623552580088481,"c__unclassified-g__Aciduliprofundum"
"HPV.prevY",0.440714461810714,0.870510867414681,0.506271062553861,0.612666374421695,"c__unclassified-g__Candidatus"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-g__Ndongobacter"
"HPV.prevY",0.64520478967376,0.868902035504484,0.742551822081019,0.457753066091749,"c__unclassified-g__Pandoravirus"
"HPV.prevY",0.428453417611789,0.844481684276437,0.507356672843524,0.6119045805196,"c__unclassified-g__Thermobaculum"
"HPV.prevY",0.228212569654544,0.875510018859109,0.26066243074172,0.79435284059397,"c__unclassified-g__Vampirococcus"
"HPV.prevY",0.239141144731546,0.894541344661904,0.267333808726226,0.789212158100462,"c__unclassified-o__Bacteroidetes"
"HPV.prevY",0.637438009557631,0.884682240466382,0.720527643034396,0.471200186129083,"c__unclassified-o__Caudovirales"
"HPV.prevY",0.33779624589868,0.942172480464566,0.358529094091263,0.719947399088848,"c__unclassified-o__Chroococcales"
"HPV.prevY",0.228774224716894,0.874251966041167,0.261679965963178,0.793568187311263,"c__unclassified-o__Chroococcidiopsidales"
"HPV.prevY",0.653431108946992,0.868209355917256,0.752619289913834,0.451678722568898,"c__unclassified-o__Cryptomonadales"
"HPV.prevY",0.527380376771245,0.853207902608867,0.618114735176112,0.536499709764324,"c__unclassified-o__Gloeoemargaritales"
"HPV.prevY",0.435198168734311,0.843357821244908,0.516030275372204,0.605833264135455,"c__unclassified-o__Herpesvirales"
"HPV.prevY",0.657630764825426,0.901043926215232,0.72985427867846,0.465479262199457,"c__unclassified-o__Kinetoplastida"
"HPV.prevY",0.432646342999224,0.843507786585554,0.512913277007838,0.608011985601909,"c__unclassified-o__Nitrosopumilales"
"HPV.prevY",0.173329263387552,0.88992040431431,0.194769400215184,0.845573478583139,"c__unclassified-o__Nostocales"
"HPV.prevY",0.428558620271876,0.861569360077033,0.49741627329175,0.618895532239028,"c__unclassified-o__Ortervirales"
"HPV.prevY",0.34074224955134,0.85972517284433,0.396338574598232,0.691855273821581,"c__unclassified-o__Oscillatoriales"
"HPV.prevY",0.32850406697204,0.846561673280019,0.388045050160663,0.697982695384106,"c__unclassified-o__Picornavirales"
"HPV.prevY",0.353576012345544,0.85615743557872,0.412980133854172,0.679621168893943,"c__unclassified-o__Pleurocapsales"
"HPV.prevY",0.524546410350403,0.851628472804418,0.615933387740159,0.537938484616155,"c__unclassified-o__Pyrenomonadales"
"HPV.prevY",0.283295993337231,0.863948442324057,0.327908448535601,0.742980885606148,"c__unclassified-o__Synechococcales"
"HPV.prevY",0.20067069546215,0.87038827977849,0.230553076281335,0.817662025181534,"c__unclassified-s__Actinobacteria bacterium IMCC19121"
"HPV.prevY",0.407195724577701,0.844321148317683,0.482275879727805,0.629609979490825,"c__unclassified-s__Actinobacteria bacterium IMCC26077"
"HPV.prevY",0.334362837449069,0.886706863282434,0.377083849572694,0.706111292993786,"c__unclassified-s__anaerobic archaeon MK-D1"
"HPV.prevY",0.41551544396166,0.8510243208278,0.488253312851839,0.625370426329032,"c__unclassified-s__Armatimonadetes bacterium Uphvl-Ar1"
"HPV.prevY",0.510825623765991,0.845666314305776,0.6040510484154,0.545809703343336,"c__unclassified-s__Armatimonadetes bacterium Uphvl-Ar2"
"HPV.prevY",0.510825623765991,0.845666314305776,0.6040510484154,0.545809703343337,"c__unclassified-s__bacterium 2013Arg42i"
"HPV.prevY",0.829279354884527,0.93500931773027,0.886920952721197,0.375121460078814,"c__unclassified-s__Bovine faeces associated circular DNA molecule 1"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-s__candidate division Zixibacteria bacterium"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-s__Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)"
"HPV.prevY",0.363637115362952,0.846938695381218,0.429354706953464,0.667665110002994,"c__unclassified-s__Candidatus Gracilibacteria bacterium HOT-871"
"HPV.prevY",0.451750576669541,0.85257450062884,0.529866394475017,0.596204567515092,"c__unclassified-s__Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20"
"HPV.prevY",0.510825623765987,0.845666314305776,0.604051048415395,0.545809703343339,"c__unclassified-s__Changjiang crawfish virus 5"
"HPV.prevY",0.287682072451781,0.874729384828901,0.328881225944013,0.742245465201141,"c__unclassified-s__cyanobacterium endosymbiont of Epithemia turgida"
"HPV.prevY",0.359464203413135,0.850652251829246,0.422574797915531,0.672605517317108,"c__unclassified-s__DPANN group archaeon LC1Nh"
"HPV.prevY",0.587918864449665,0.871807365917001,0.674367856288148,0.50007747324113,"c__unclassified-s__endosymbiont 'TC1' of Trimyema compressum"
"HPV.prevY",0.41551544396166,0.8510243208278,0.488253312851839,0.625370426329032,"c__unclassified-s__Hubei tetragnatha maxillosa virus 8"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-s__Leptopilina boulardi filamentous virus"
"HPV.prevY",0.57738026454116,0.873717049910853,0.660832090434851,0.508720000597635,"c__unclassified-s__Mollivirus sibericum"
"HPV.prevY",0.105360515657824,0.875595032948308,0.12033018883519,0.90422159061787,"c__unclassified-s__Planctomycetes bacterium"
"HPV.prevY",0.328504066972036,0.84656167328002,0.388045050160659,0.697982695384109,"c__unclassified-s__Planctomycetes bacterium CA11"
"HPV.prevY",0.549891815176329,0.894937365068293,0.614447263730424,0.538919811575138,"c__unclassified-s__Planctomycetes bacterium CA12"
"HPV.prevY",0.415515443961659,0.8510243208278,0.488253312851839,0.625370426329032,"c__unclassified-s__Planctomycetes bacterium CA51"
"HPV.prevY",0.328504066972039,0.84656167328002,0.388045050160662,0.697982695384107,"c__unclassified-s__Planctomycetes bacterium EC9"
"HPV.prevY",0.438068696784351,0.844371730619724,0.518810235940552,0.603893079202826,"c__unclassified-s__Planctomycetes bacterium ElP"
"HPV.prevY",0.808663122944065,0.963616793954351,0.839195755011274,0.401359469033058,"c__unclassified-s__Planctomycetes bacterium Enr10"
"HPV.prevY",0.606135803570313,0.851024338219785,0.712242619098601,0.476314549697016,"c__unclassified-s__Planctomycetes bacterium Enr13"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-s__Planctomycetes bacterium Enr17"
"HPV.prevY",0.161018009365856,0.888148261538656,0.181296317674374,0.856134996207882,"c__unclassified-s__Planctomycetes bacterium ETA_A1"
"HPV.prevY",0.510825623765991,0.845666314305776,0.6040510484154,0.545809703343336,"c__unclassified-s__Planctomycetes bacterium ETA_A8"
"HPV.prevY",0.733969175080201,0.939858133181047,0.780936131920257,0.434840059709066,"c__unclassified-s__Planctomycetes bacterium FF011L"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-s__Planctomycetes bacterium HG15A2"
"HPV.prevY",0.451750576669542,0.85257450062884,0.529866394475018,0.596204567515092,"c__unclassified-s__Planctomycetes bacterium HG66A1"
"HPV.prevY",0.51082562376599,0.845666314305776,0.604051048415399,0.545809703343337,"c__unclassified-s__Planctomycetes bacterium I41"
"HPV.prevY",-0.0953101798041975,0.926053846209485,-0.102920775281395,0.918025848969449,"c__unclassified-s__Planctomycetes bacterium K22_7"
"HPV.prevY",0.876132176796848,0.996930985078521,0.878829317084413,0.37949382784155,"c__unclassified-s__Planctomycetes bacterium K23_9"
"HPV.prevY",0.20067069546215,0.870388279778489,0.230553076281335,0.817662025181534,"c__unclassified-s__Planctomycetes bacterium K2D"
"HPV.prevY",0.534337853157291,0.850016618958489,0.62862047781137,0.529597550672637,"c__unclassified-s__Planctomycetes bacterium KS4"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-s__Planctomycetes bacterium Mal33"
"HPV.prevY",0.510825623765991,0.845666314305776,0.6040510484154,0.545809703343336,"c__unclassified-s__Planctomycetes bacterium Mal35"
"HPV.prevY",0.412386710854271,0.854707319995154,0.482488801963939,0.629458751390529,"c__unclassified-s__Planctomycetes bacterium Mal4"
"HPV.prevY",0.451750576669541,0.852574500628839,0.529866394475017,0.596204567515092,"c__unclassified-s__Planctomycetes bacterium Mal48"
"HPV.prevY",0.328504066972038,0.84656167328002,0.38804505016066,0.697982695384108,"c__unclassified-s__Planctomycetes bacterium Mal52"
"HPV.prevY",0.328504066972035,0.846561673280019,0.388045050160657,0.69798269538411,"c__unclassified-s__Planctomycetes bacterium Mal65"
"HPV.prevY",0.486622102265685,0.860712629440905,0.56537116526544,0.571821332990426,"c__unclassified-s__Planctomycetes bacterium MalM14"
"HPV.prevY",0.261702368614827,0.864666588011502,0.302662751450442,0.762146887127181,"c__unclassified-s__Planctomycetes bacterium MalM25"
"HPV.prevY",0.200670695462151,0.870388279778489,0.230553076281336,0.817662025181533,"c__unclassified-s__Planctomycetes bacterium Pan110"
"HPV.prevY",0.328504066972037,0.846561673280019,0.38804505016066,0.697982695384108,"c__unclassified-s__Planctomycetes bacterium Pan153"
"HPV.prevY",0.404834743754101,0.845224782948973,0.4789669587558,0.631962134582324,"c__unclassified-s__Planctomycetes bacterium Pan161"
"HPV.prevY",0.45387224053777,0.883627713323183,0.513646452792692,0.607499195804395,"c__unclassified-s__Planctomycetes bacterium Pan189"
"HPV.prevY",0.451246241183192,0.843834826765325,0.53475659793867,0.592818178794207,"c__unclassified-s__Planctomycetes bacterium Pan216"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-s__Planctomycetes bacterium Pan241w"
"HPV.prevY",0.510825623765991,0.845666314305776,0.604051048415399,0.545809703343337,"c__unclassified-s__Planctomycetes bacterium Pan258"
"HPV.prevY",0.458165676540985,0.856270174514112,0.535071394727686,0.592600489352217,"c__unclassified-s__Planctomycetes bacterium Pan44"
"HPV.prevY",0.328504066972036,0.84656167328002,0.388045050160658,0.69798269538411,"c__unclassified-s__Planctomycetes bacterium Pla110"
"HPV.prevY",0.347943854108438,0.847148974509314,0.410723337427132,0.681275412456704,"c__unclassified-s__Planctomycetes bacterium Pla163"
"HPV.prevY",0.954721991693042,0.948188121015669,1.00689090121734,0.313987204915417,"c__unclassified-s__Planctomycetes bacterium Pla85_3_4"
"HPV.prevY",0.451750576669542,0.85257450062884,0.529866394475017,0.596204567515092,"c__unclassified-s__Planctomycetes bacterium Poly24"
"HPV.prevY",0.268627227351658,0.866618762190949,0.309971626592213,0.75658253308568,"c__unclassified-s__Planctomycetes bacterium Poly30"
"HPV.prevY",0.476933284879627,0.86643423288357,0.550455264552914,0.58200715231685,"c__unclassified-s__Planctomycetes bacterium Q31a"
"HPV.prevY",0.433499115413397,0.842715763044224,0.514407270427014,0.606967277182116,"c__unclassified-s__Planctomycetes bacterium SRT547"
"HPV.prevY",0.439105636520658,0.850913920090839,0.516040020210013,0.60582645816524,"c__unclassified-s__Planctomycetes bacterium SV_7m_r"
"HPV.prevY",0.405136407408087,0.856101355622541,0.473234161758195,0.636046127885329,"c__unclassified-s__Planctomycetes bacterium TBK1r"
"HPV.prevY",-0.0870113769896301,0.917010954628728,-0.094885864285949,0.924405484522436,"c__unclassified-s__Planctomycetes bacterium V144"
"HPV.prevY",0.4250112277517,0.842381436062173,0.504535367895182,0.613885215000724,"c__unclassified-s__Planctomycetes bacterium V202"
"HPV.prevY",0.510825623765991,0.845666314305776,0.604051048415399,0.545809703343337,"c__unclassified-s__Planctomycetes bacterium V22"
"HPV.prevY",0.451750576669541,0.852574500628839,0.529866394475017,0.596204567515092,"c__unclassified-s__Planctomycetes bacterium V6"
"HPV.prevY",0.383449959444777,0.858936227117758,0.446424248202313,0.655290820420303,"c__unclassified-s__Proteobacteria bacterium H1R30-47"
"HPV.prevY",0.423814246776355,0.841175206466386,0.503835875710978,0.614376714874206,"c__unclassified-s__Pseudomonas sp. ADP"
"HPV.prevY",0.343861557838609,0.855414098331762,0.401982570206887,0.687696853772635,"c__unclassified-s__Tenericutes bacterium MO-XQ"
"HPV.prevY",0.612594730134932,0.90021949065452,0.680494853193563,0.496191179609609,"c__unclassified-s__TM7 phylum sp. oral taxon 488"
"HPV.prevY",0.328504066972037,0.846561673280019,0.38804505016066,0.697982695384108,"c__unclassified-s__TM7 phylum sp. oral taxon 955"
"HPV.prevY",0.341179980534082,0.862747353369953,0.395457580022017,0.692505221877545,"c__unclassified-s__TM7 phylum sp. oral taxon 957"
"HPV.prevY",0.366844330751379,0.860762683300621,0.426185216748365,0.66997288877559,"c__unclassified-s__Verrucomicrobia bacterium IMCC26134"
"HPV.prevY",0.51082562376599,0.845666314305776,0.604051048415399,0.545809703343337,"c__unclassified-s__Verrucomicrobia bacterium S94"
"HPV.prevY",0.352842866212451,0.852207280734684,0.414034090284075,0.678849140805378,"c__Ustilaginomycetes"
"HPV.prevY",0.519233796289764,0.887816529078621,0.584843578918976,0.558652898903014,"c__Verrucomicrobiae"
"HPV.prevY",0.4263400207863,0.882012528496304,0.483371842249389,0.628831737560791,"c__Vicinamibacteria"
"HPV.prevY",0.449521123844767,0.851068775034309,0.528184251415693,0.597371458900488,"c__Zetaproteobacteria"
"HPV.prevY",0.69569227973,0.898029815454681,0.774687285162981,0.438524466029499,"d__Archaea"
"HPV.prevY",1.77753274565793,1.27741920835389,1.39150306652152,0.164072930403254,"d__Bacteria"
"HPV.prevY",0.467494008939311,0.86666256738374,0.539418715579894,0.589597969995409,"d__Eukaryota"
"HPV.prevY",0.491969941770507,0.874418143008301,0.562625496399194,0.573689926636436,"d__Viruses"
"HPV.prevY",0.200670695462151,0.870388279778489,0.230553076281336,0.817662025181533,"f__Acaryochloridaceae"
"HPV.prevY",0.38540385677398,0.851130454988731,0.452814083334714,0.650682621642102,"f__Acetobacteraceae"
"HPV.prevY",0.590378237286375,0.858257497437182,0.687880081501516,0.491528300817409,"f__Acholeplasmataceae"
"HPV.prevY",0.524589361436335,0.862246058904848,0.608398676942199,0.542923088770608,"f__Acidaminococcaceae"
"HPV.prevY",0.42599066318021,0.847679703162067,0.502537292790135,0.615289626530222,"f__Acidiferrobacteraceae"
