"category","NCBI Entrez ID","genes","pathname","pval","padj","desc","log2err","size","ES","NES"
"H",4172,"MCM3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5111,"PCNA","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",3925,"STMN1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",11113,"CIT","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",11168,"PSIP1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5426,"POLE","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",7374,"UNG","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",83463,"MXD3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5424,"POLD1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",29893,"PSMC3IP","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",29028,"ATAD2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",10733,"PLK4","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5931,"RBBP7","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",84296,"GINS4","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",6241,"RRM2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",672,"BRCA1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",1786,"DNMT1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",9837,"GINS1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",6839,"SUV39H1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",10535,"RNASEH2A","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",64785,"GINS3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",8493,"PPM1D","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",2146,"EZH2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",10051,"SMC4","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",675,"BRCA2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",79019,"CENPM","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",983,"CDK1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",29127,"RACGAP1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",3015,"H2AZ1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",4173,"MCM4","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",1029,"CDKN2A","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",7913,"DEK","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",4678,"NASP","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5983,"RFC3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",993,"CDC25A","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",7157,"TP53","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",11004,"KIF2C","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5889,"RAD51C","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",9700,"ESPL1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",4292,"MLH1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",54556,"ING3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",701,"BUB1B","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",6434,"TRA2B","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",10615,"SPAG5","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",7884,"SLBP","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",4436,"MSH2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",64858,"DCLRE1B","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",7153,"TOP2A","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",24137,"KIF4A","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",197335,"WDR90","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",253714,"MMS22L","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",55148,"UBR7","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",8243,"SMC1A","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",7465,"WEE1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",1854,"DUT","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",54962,"TIPIN","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",6117,"RPA1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",9924,"PAN2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",9738,"CCP110","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",55143,"CDCA8","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",23047,"PDS5B","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5558,"PRIM2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",55635,"DEPDC1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",6470,"SHMT1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",10460,"TACC3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",10274,"STAG1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",4605,"MYBL2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",9133,"CCNB2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",29089,"UBE2T","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",7083,"TK1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",146909,"KIF18B","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",10714,"POLD3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",4288,"MKI67","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5981,"RFC1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",10635,"RAD51AP1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",4176,"MCM7","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",23649,"POLA2","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",9232,"PTTG1","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",9126,"SMC3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",1027,"CDKN1B","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",5511,"PPP1R8","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",57405,"SPC25","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",1633,"DCK","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",3609,"ILF3","HALLMARK_E2F_TARGETS",5.17726994149005e-48,2.58863497074503e-46,"Genes encoding cell cycle related targets of E2F transcription factors.",1.80882719736365,155,0.675660931740537,5.08786789844335
"H",1031,"CDKN2C","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",4171,"MCM2","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",6118,"RPA2","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",4001,"LMNB1","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",4175,"MCM6","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",7112,"TMPO","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",51203,"NUSAP1","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",1869,"E2F1","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",4174,"MCM5","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",8317,"CDC7","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",22809,"ATF5","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",10036,"CHAF1A","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",580,"BARD1","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",4172,"MCM3","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",4211,"MEIS1","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",56992,"KIF15","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",2176,"FANCC","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",3925,"STMN1","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",3151,"HMGN2","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",1870,"E2F2","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",5426,"POLE","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",10721,"POLQ","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",6491,"STIL","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",10592,"SMC2","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",10733,"PLK4","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",899,"CCNF","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",7468,"NSD2","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",9055,"PRC1","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
"H",26271,"FBXO5","HALLMARK_G2M_CHECKPOINT",4.31670285936488e-28,1.07917571484122e-26,"Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",1.37274298193398,149,0.575635223207304,4.30670804375511
